alcohol,chlorides,citric acid,density,fixed acidity,pH,residual sugar,sulphates,volatile acidity,free sulfur dioxide*total sulfur dioxide
-1.418558211070525,-0.3151391556972362,0.28427264979112615,2.1022136509718856,-0.16689773010333397,-1.3595895385529344,3.2070049692949425,-0.5458678806770624,-0.423167994392649,0.8356336839592754
-0.8316151563879578,-0.20094575676167142,0.14655075980246476,-0.23233191758030444,-0.7071548116627879,0.5081164533795756,-0.8079455008700731,-0.2769743787145648,-0.24084613626943277,-0.592993896239888
-0.32852110951718577,-0.17239740702778023,0.5597164297684496,0.13452524319218465,0.6820776837758075,0.2590889877885739,0.3061507028929942,-0.6130912561676868,-0.3623940416849102,-0.33149743119826236
-0.49621912514077593,0.05598939084334919,0.008828869813803004,0.3012784980887908,-0.012538563943489898,-0.1767090769956777,0.6424816323309012,-0.8819847581301844,-0.6662638052236043,1.1045170547930372
-0.49621912514077593,0.05598939084334919,0.008828869813803004,0.3012784980887908,-0.012538563943489898,-0.1767090769956777,0.6424816323309012,-0.8819847581301844,-0.6662638052236043,1.1045170547930372
-0.32852110951718577,-0.17239740702778023,0.5597164297684496,0.13452524319218465,0.6820776837758075,0.2590889877885739,0.3061507028929942,-0.6130912561676868,-0.3623940416849102,-0.33149743119826236
-0.7477661485761627,-0.3151391556972362,-1.09294625009549,0.067823941233557,-0.7843343947427096,-0.23896594339342675,0.32717138598286327,-0.41142112969581374,-0.11929823085395505,-0.04340810530494607
-1.418558211070525,-0.3151391556972362,0.28427264979112615,2.1022136509718856,-0.16689773010333397,-1.3595895385529344,3.2070049692949425,-0.5458678806770624,-0.423167994392649,0.8356336839592754
-0.8316151563879578,-0.20094575676167142,0.14655075980246476,-0.23233191758030444,-0.7071548116627879,0.5081164533795756,-0.8079455008700731,-0.2769743787145648,-0.24084613626943277,-0.592993896239888
0.4261199607889731,-0.3436875054311274,0.7662992647514418,-0.2990332195389321,0.6820776837758075,0.01006152219757496,-0.8289661839599424,-0.5458678806770624,-0.7270377579313432,-0.15864383566227258
1.264610038906927,-0.6577193525039302,0.6285773747627801,-1.299552748918458,0.6820776837758075,-1.4218464049506834,-0.839476525504877,0.19358924971980657,-0.423167994392649,-0.8773897692371361
-0.6639171407643676,-0.6006226530361478,0.5597164297684496,0.0011226392749293526,1.0679755991754174,-0.48799340898442845,-0.2614077405334741,-0.008080876752066882,-0.6662638052236043,-0.5917627452745319
0.25842194516538286,-0.45788090436669204,0.35313359478545703,-0.899344937166655,0.527718517615964,-0.23896594339342675,-0.8920282332295498,0.6641528781541771,-0.9701335687622985,-0.7525510613500324
1.6000060701541088,-0.3436875054311274,0.5597164297684496,-1.1661501450012026,-0.4756160624230221,2.0022812469255857,-0.8289661839599424,-0.07530425224269136,-1.091681474177776,0.6420967522053039
-0.6639171407643676,-0.45788090436669204,2.0746572196437274,1.835408443137375,0.8364368499356523,-1.4841032713484352,2.9022050644918393,0.9330463801166751,0.4884412962234329,0.6883880285026915
0.7615159920361549,-0.6862677022378214,0.4219945397797879,-1.099448843042575,-0.4756160624230221,0.19683212139082484,-0.8289661839599424,0.12636587422918208,-1.0309075214700372,-0.27584940756416876
