type,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,residual sugar,sulphates,total sulfur dioxide,volatile acidity
1,-1.418558211070525,-0.3151391556972362,0.28427264979112615,2.1022136509718856,-0.16689773010333397,0.8155653085446922,-1.3595895385529344,3.2070049692949425,-0.5458678806770624,0.9599756048834102,-0.423167994392649
1,-0.8316151563879578,-0.20094575676167142,0.14655075980246476,-0.23233191758030444,-0.7071548116627879,-0.9311070516567161,0.5081164533795756,-0.8079455008700731,-0.2769743787145648,0.2876175394013979,-0.24084613626943277
1,-0.32852110951718577,-0.17239740702778023,0.5597164297684496,0.13452524319218465,0.6820776837758075,-0.02959873671405376,0.2590889877885739,0.3061507028929942,-0.6130912561676868,-0.33165962617413963,-0.3623940416849102
1,-0.49621912514077593,0.05598939084334919,0.008828869813803004,0.3012784980887908,-0.012538563943489898,0.928253847912525,-0.1767090769956777,0.6424816323309012,-0.8819847581301844,1.2430737377179415,-0.6662638052236043
1,-0.49621912514077593,0.05598939084334919,0.008828869813803004,0.3012784980887908,-0.012538563943489898,0.928253847912525,-0.1767090769956777,0.6424816323309012,-0.8819847581301844,1.2430737377179415,-0.6662638052236043
1,-0.32852110951718577,-0.17239740702778023,0.5597164297684496,0.13452524319218465,0.6820776837758075,-0.02959873671405376,0.2590889877885739,0.3061507028929942,-0.6130912561676868,-0.33165962617413963,-0.3623940416849102
1,-0.7477661485761627,-0.3151391556972362,-1.09294625009549,0.067823941233557,-0.7843343947427096,-0.02959873671405376,-0.23896594339342675,0.32717138598286327,-0.41142112969581374,0.3583920726100308,-0.11929823085395505
1,-1.418558211070525,-0.3151391556972362,0.28427264979112615,2.1022136509718856,-0.16689773010333397,0.8155653085446922,-1.3595895385529344,3.2070049692949425,-0.5458678806770624,0.9599756048834102,-0.423167994392649
1,-0.8316151563879578,-0.20094575676167142,0.14655075980246476,-0.23233191758030444,-0.7071548116627879,-0.9311070516567161,0.5081164533795756,-0.8079455008700731,-0.2769743787145648,0.2876175394013979,-0.24084613626943277
1,0.4261199607889731,-0.3436875054311274,0.7662992647514418,-0.2990332195389321,0.6820776837758075,-0.14228727608188654,0.01006152219757496,-0.8289661839599424,-0.5458678806770624,0.23453663949492326,-0.7270377579313432
